Trade-#,Instrument,Account,Strategy,Market pos.,Quantity,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cumprofit,Commission,MAE,MFE,ETD,Bars,Outcome,Side
525,NQ 03-20,Replay101,20_20,Long,1,9112.25,9117.25,01/16/2020 2:30 PM,01/16/2020 2:35 PM,Entry,Target1,100,2670,0,10,100,0,0,1,1
526,NQ 03-20,Replay101,20_20,Short,1,9123,9128,01/16/2020 2:48 PM,01/16/2020 2:50 PM,Entry,Stop1,-100,2570,0,100,60,160,0,-1,-1
527,NQ 03-20,Replay101,20_20,Long,1,9132.5,9137.5,01/16/2020 2:57 PM,01/16/2020 2:59 PM,Entry,Target1,100,2670,0,5,100,0,0,1,1
528,NQ 03-20,Replay101,20_20,Short,1,9134.25,9139,01/16/2020 3:00 PM,01/16/2020 3:01 PM,Entry,Stop1,-95,2575,0,100,20,115,0,-1,-1
529,NQ 03-20,Replay101,20_20,Long,1,9137,9142,01/16/2020 3:34 PM,01/16/2020 5:14 PM,Entry,Target1,100,2675,0,65,100,0,0,1,1
530,NQ 03-20,Replay101,20_20,Long,1,9139.25,9144.25,01/16/2020 8:00 PM,01/16/2020 8:00 PM,Entry,Target1,100,2775,0,35,110,10,0,1,1
531,NQ 03-20,Replay101,20_20,Short,1,9139.5,9134.5,01/16/2020 9:58 PM,01/16/2020 11:00 PM,Entry,Target1,100,2875,0,25,100,0,0,1,-1
532,NQ 03-20,Replay101,20_20,Long,1,9137.75,9142.75,01/16/2020 11:34 PM,01/17/2020 1:05 AM,Entry,Target1,100,2975,0,45,100,0,0,1,1
533,NQ 03-20,Replay101,20_20,Long,1,9158,9163,01/17/2020 3:11 AM,01/17/2020 3:51 AM,Entry,Target1,100,3075,0,80,100,0,0,1,1
534,NQ 03-20,Replay101,20_20,Short,1,9167.5,9162.5,01/17/2020 4:23 AM,01/17/2020 6:43 AM,Entry,Target1,100,3175,0,80,100,0,0,1,-1
535,NQ 03-20,Replay101,20_20,Short,1,9174.25,9169.25,01/17/2020 8:04 AM,01/17/2020 8:18 AM,Entry,Target1,100,3275,0,40,100,0,0,1,-1
536,NQ 03-20,Replay101,20_20,Short,1,9177.5,9172.5,01/17/2020 8:29 AM,01/17/2020 8:30 AM,Entry,Target1,100,3375,0,45,100,0,0,1,-1
537,NQ 03-20,Replay101,20_20,Long,1,9169.25,9164.5,01/17/2020 8:31 AM,01/17/2020 8:31 AM,Entry,Stop1,-95,3280,0,100,20,115,0,-1,1
538,NQ 03-20,Replay101,20_20,Short,1,9158.75,9153.75,01/17/2020 8:36 AM,01/17/2020 8:36 AM,Entry,Target1,100,3380,0,65,100,0,0,1,-1
539,NQ 03-20,Replay101,20_20,Short,1,9150.25,9145.25,01/17/2020 8:38 AM,01/17/2020 8:39 AM,Entry,Target1,100,3480,0,5,100,0,0,1,-1
540,NQ 03-20,Replay101,20_20,Short,1,9146.75,9151.5,01/17/2020 8:44 AM,01/17/2020 8:49 AM,Entry,Stop1,-95,3385,0,100,80,175,0,-1,-1
541,NQ 03-20,Replay101,20_20,Short,1,9147.5,9152.5,01/17/2020 8:50 AM,01/17/2020 8:53 AM,Entry,Stop1,-100,3285,0,100,10,110,0,-1,-1
542,NQ 03-20,Replay101,20_20,Short,1,9148.75,9153.5,01/17/2020 8:54 AM,01/17/2020 8:56 AM,Entry,Stop1,-95,3190,0,95,70,165,0,-1,-1
543,NQ 03-20,Replay101,20_20,Short,1,9153.75,9158.75,01/17/2020 9:00 AM,01/17/2020 9:02 AM,Entry,Stop1,-100,3090,0,100,10,110,0,-1,-1
544,NQ 03-20,Replay101,20_20,Long,1,9159.25,9154.75,01/17/2020 9:09 AM,01/17/2020 9:11 AM,Entry,Stop1,-90,3000,0,100,30,120,0,-1,1
545,NQ 03-20,Replay101,20_20,Long,1,9151.5,9146.75,01/17/2020 9:14 AM,01/17/2020 9:15 AM,Entry,Stop1,-95,2905,0,95,15,110,0,-1,1
546,NQ 03-20,Replay101,20_20,Short,1,9152.5,9147.5,01/17/2020 9:46 AM,01/17/2020 9:50 AM,Entry,Target1,100,3005,0,70,100,0,0,1,-1
547,NQ 03-20,Replay101,20_20,Long,1,9135,9130.75,01/17/2020 10:15 AM,01/17/2020 10:19 AM,Entry,Stop1,-85,2920,0,100,30,115,0,-1,1
548,NQ 03-20,Replay101,20_20,Long,1,9142.75,9147.75,01/17/2020 10:44 AM,01/17/2020 11:05 AM,Entry,Target1,100,3020,0,85,105,5,0,1,1
549,NQ 03-20,Replay101,20_20,Short,1,9144,9148.75,01/17/2020 11:09 AM,01/17/2020 11:11 AM,Entry,Stop1,-95,2925,0,95,25,120,0,-1,-1
550,NQ 03-20,Replay101,20_20,Short,1,9152.5,9147.5,01/17/2020 11:35 AM,01/17/2020 11:57 AM,Entry,Target1,100,3025,0,50,100,0,0,1,-1
551,NQ 03-20,Replay101,20_20,Long,1,9155.5,9160.5,01/17/2020 12:45 PM,01/17/2020 12:53 PM,Entry,Target1,100,3125,0,5,100,0,0,1,1
552,NQ 03-20,Replay101,20_20,Short,1,9158,9153,01/17/2020 2:07 PM,01/17/2020 2:08 PM,Entry,Target1,100,3225,0,0,100,0,0,1,-1
553,NQ 03-20,Replay101,20_20,Long,1,9159.25,9164.25,01/17/2020 2:26 PM,01/17/2020 2:30 PM,Entry,Target1,100,3325,0,15,100,0,0,1,1
554,NQ 03-20,Replay101,20_20,Long,1,9172.25,9179,01/18/2020 10:26 AM,01/19/2020 4:57 PM,Entry,Target1,135,3460,0,10,135,0,0,1,1
555,NQ 03-20,Replay101,20_20,Short,1,9176.25,9181.25,01/19/2020 5:21 PM,01/19/2020 5:38 PM,Entry,Stop1,-100,3360,0,100,10,110,0,-1,-1
556,NQ 03-20,Replay101,20_20,Short,1,9179,9174,01/19/2020 7:37 PM,01/20/2020 1:13 AM,Entry,Target1,100,3460,0,80,100,0,0,1,-1
557,NQ 03-20,Replay101,20_20,Short,1,9161.5,9166.5,01/20/2020 3:10 AM,01/20/2020 3:46 AM,Entry,Stop1,-100,3360,0,100,30,130,0,-1,-1
558,NQ 03-20,Replay101,20_20,Short,1,9165.25,9170.25,01/20/2020 4:03 AM,01/20/2020 5:46 AM,Entry,Stop1,-100,3260,0,100,85,185,0,-1,-1
559,NQ 03-20,Replay101,20_20,Long,1,9165.5,9170.5,01/20/2020 9:38 AM,01/20/2020 10:25 AM,Entry,Target1,100,3360,0,35,100,0,0,1,1
560,NQ 03-20,Replay101,20_20,Short,1,9167.75,9162.75,01/20/2020 7:01 PM,01/20/2020 7:05 PM,Entry,Target1,100,3460,0,0,100,0,0,1,-1
561,NQ 03-20,Replay101,20_20,Short,1,9140.25,9135.25,01/20/2020 7:31 PM,01/20/2020 7:33 PM,Entry,Target1,100,3560,0,10,100,0,0,1,-1
562,NQ 03-20,Replay101,20_20,Long,1,9138.25,9133.75,01/20/2020 7:35 PM,01/20/2020 7:41 PM,Entry,Stop1,-90,3470,0,100,30,120,0,-1,1
563,NQ 03-20,Replay101,20_20,Short,1,9135.25,9130.25,01/20/2020 7:54 PM,01/20/2020 7:54 PM,Entry,Target1,100,3570,0,0,100,0,0,1,-1
564,NQ 03-20,Replay101,20_20,Short,1,9135.25,9130.25,01/20/2020 8:14 PM,01/20/2020 8:30 PM,Entry,Target1,100,3670,0,50,100,0,0,1,-1
565,NQ 03-20,Replay101,20_20,Long,1,9125.25,9130.25,01/20/2020 8:38 PM,01/20/2020 9:01 PM,Entry,Target1,100,3770,0,75,100,0,0,1,1
566,NQ 03-20,Replay101,20_20,Long,1,9130.25,9125.5,01/20/2020 9:41 PM,01/20/2020 10:26 PM,Entry,Stop1,-95,3675,0,95,60,155,0,-1,1
567,NQ 03-20,Replay101,20_20,Long,1,9132.5,9127.5,01/20/2020 11:40 PM,01/20/2020 11:50 PM,Entry,Stop1,-100,3575,0,100,5,105,0,-1,1
568,NQ 03-20,Replay101,20_20,Short,1,9128.25,9123.25,01/21/2020 12:40 AM,01/21/2020 12:42 AM,Entry,Target1,100,3675,0,5,105,5,0,1,-1
569,NQ 03-20,Replay101,20_20,Long,1,9120.25,9125.25,01/21/2020 12:48 AM,01/21/2020 1:03 AM,Entry,Target1,100,3775,0,35,100,0,0,1,1
570,NQ 03-20,Replay101,20_20,Long,1,9124.25,9129.25,01/21/2020 1:13 AM,01/21/2020 1:26 AM,Entry,Target1,100,3875,0,35,100,0,0,1,1
571,NQ 03-20,Replay101,20_20,Long,1,9128.25,9123.25,01/21/2020 2:01 AM,01/21/2020 2:09 AM,Entry,Stop1,-100,3775,0,100,80,180,0,-1,1
572,NQ 03-20,Replay101,20_20,Short,1,9123.5,9118.5,01/21/2020 2:30 AM,01/21/2020 2:33 AM,Entry,Target1,100,3875,0,0,110,10,0,1,-1
573,NQ 03-20,Replay101,20_20,Long,1,9145,9150,01/21/2020 7:50 AM,01/21/2020 8:25 AM,Entry,Target1,100,3975,0,80,100,0,0,1,1
574,NQ 03-20,Replay101,20_20,Long,1,9165,9160.25,01/21/2020 8:34 AM,01/21/2020 8:36 AM,Entry,Stop1,-95,3880,0,100,40,135,0,-1,1
575,NQ 03-20,Replay101,20_20,Short,1,9157,9162,01/21/2020 8:42 AM,01/21/2020 8:44 AM,Entry,Stop1,-100,3780,0,100,30,130,0,-1,-1
576,NQ 03-20,Replay101,20_20,Long,1,9173.5,9168.5,01/21/2020 8:53 AM,01/21/2020 9:00 AM,Entry,Stop1,-100,3680,0,100,55,155,0,-1,1
577,NQ 03-20,Replay101,20_20,Long,1,9179.75,9174.75,01/21/2020 9:09 AM,01/21/2020 9:10 AM,Entry,Stop1,-100,3580,0,100,5,105,0,-1,1
578,NQ 03-20,Replay101,20_20,Long,1,9166.25,9171.25,01/21/2020 9:26 AM,01/21/2020 9:27 AM,Entry,Target1,100,3680,0,15,100,0,0,1,1
579,NQ 03-20,Replay101,20_20,Long,1,9172.25,9167.25,01/21/2020 9:54 AM,01/21/2020 10:00 AM,Entry,Stop1,-100,3580,0,100,65,165,0,-1,1
580,NQ 03-20,Replay101,20_20,Short,1,9188.25,9193.25,01/21/2020 10:23 AM,01/21/2020 10:32 AM,Entry,Stop1,-100,3480,0,100,20,120,0,-1,-1
581,NQ 03-20,Replay101,20_20,Short,1,9190.75,9195.75,01/21/2020 11:11 AM,01/21/2020 11:27 AM,Entry,Stop1,-100,3380,0,100,40,140,0,-1,-1
582,NQ 03-20,Replay101,20_20,Short,1,9190.75,9185.75,01/21/2020 11:44 AM,01/21/2020 12:18 PM,Entry,Target1,100,3480,0,90,100,0,0,1,-1
583,NQ 03-20,Replay101,20_20,Short,1,9171.25,9176.25,01/21/2020 12:22 PM,01/21/2020 12:24 PM,Entry,Stop1,-100,3380,0,100,30,130,0,-1,-1
584,NQ 03-20,Replay101,20_20,Short,1,9176,9171,01/21/2020 12:26 PM,01/21/2020 12:31 PM,Entry,Target1,100,3480,0,55,100,0,0,1,-1
585,NQ 03-20,Replay101,20_20,Long,1,9161.25,9156.25,01/21/2020 12:38 PM,01/21/2020 12:40 PM,Entry,Stop1,-100,3380,0,100,50,150,0,-1,1
586,NQ 03-20,Replay101,20_20,Short,1,9163.25,9158.25,01/21/2020 12:49 PM,01/21/2020 12:52 PM,Entry,Target1,100,3480,0,65,100,0,0,1,-1
587,NQ 03-20,Replay101,20_20,Short,1,9160.75,9165.75,01/21/2020 1:06 PM,01/21/2020 1:09 PM,Entry,Stop1,-100,3380,0,100,50,150,0,-1,-1
588,NQ 03-20,Replay101,20_20,Short,1,9169.5,9164.5,01/21/2020 1:20 PM,01/21/2020 1:23 PM,Entry,Target1,100,3480,0,10,100,0,0,1,-1
589,NQ 03-20,Replay101,20_20,Short,1,9163.25,9158.25,01/21/2020 1:33 PM,01/21/2020 1:35 PM,Entry,Target1,100,3580,0,30,100,0,0,1,-1
590,NQ 03-20,Replay101,20_20,Long,1,9162.5,9167.5,01/21/2020 1:36 PM,01/21/2020 1:41 PM,Entry,Target1,100,3680,0,10,100,0,0,1,1
591,NQ 03-20,Replay101,20_20,Long,1,9163,9168,01/21/2020 1:49 PM,01/21/2020 1:54 PM,Entry,Target1,100,3780,0,55,100,0,0,1,1
592,NQ 03-20,Replay101,20_20,Long,1,9186.25,9191.25,01/21/2020 2:24 PM,01/21/2020 2:31 PM,Entry,Target1,100,3880,0,90,110,10,0,1,1
593,NQ 03-20,Replay101,20_20,Short,1,9187.25,9182.25,01/21/2020 2:33 PM,01/21/2020 2:34 PM,Entry,Target1,100,3980,0,5,100,0,0,1,-1
594,NQ 03-20,Replay101,20_20,Long,1,9182.5,9177.5,01/21/2020 2:37 PM,01/21/2020 2:39 PM,Entry,Stop1,-100,3880,0,100,10,110,0,-1,1
595,NQ 03-20,Replay101,20_20,Long,1,9181,9176,01/21/2020 2:44 PM,01/21/2020 2:49 PM,Entry,Stop1,-100,3780,0,100,35,135,0,-1,1
596,NQ 03-20,Replay101,20_20,Long,1,9177.5,9172.5,01/21/2020 2:52 PM,01/21/2020 2:54 PM,Entry,Stop1,-100,3680,0,100,30,130,0,-1,1
597,NQ 03-20,Replay101,20_20,Short,1,9185.75,9180.75,01/21/2020 3:00 PM,01/21/2020 3:02 PM,Entry,Target1,100,3780,0,55,100,0,0,1,-1
598,NQ 03-20,Replay101,20_20,Short,1,9167,9170,01/21/2020 3:06 PM,01/21/2020 3:09 PM,Entry,Stop1,-60,3720,0,100,10,70,0,-1,-1
599,NQ 03-20,Replay101,20_20,Long,1,9174.5,9179.5,01/21/2020 3:30 PM,01/21/2020 4:59 PM,Entry,Target1,100,3820,0,60,100,0,0,1,1
600,NQ 03-20,Replay101,20_20,Short,1,9178,9182.75,01/21/2020 5:01 PM,01/21/2020 5:07 PM,Entry,Stop1,-95,3725,0,100,20,115,0,-1,-1
601,NQ 03-20,Replay101,20_20,Short,1,9179.5,9174.5,01/21/2020 5:30 PM,01/21/2020 5:41 PM,Entry,Target1,100,3825,0,20,100,0,0,1,-1
602,NQ 03-20,Replay101,20_20,Short,1,9177,9182,01/21/2020 5:59 PM,01/21/2020 6:01 PM,Entry,Stop1,-100,3725,0,100,5,105,0,-1,-1
603,NQ 03-20,Replay101,20_20,Short,1,9191.75,9186.75,01/21/2020 7:36 PM,01/21/2020 7:43 PM,Entry,Target1,100,3825,0,5,100,0,0,1,-1
604,NQ 03-20,Replay101,20_20,Long,1,9208.25,9213.75,01/21/2020 8:50 PM,01/21/2020 8:51 PM,Entry,Target1,110,3935,0,0,120,10,0,1,1
605,NQ 03-20,Replay101,20_20,Long,1,9225,9220,01/21/2020 8:51 PM,01/21/2020 8:55 PM,Entry,Stop1,-100,3835,0,100,65,165,0,-1,1
606,NQ 03-20,Replay101,20_20,Short,1,9232.25,9227.25,01/22/2020 12:17 AM,01/22/2020 2:00 AM,Entry,Target1,100,3935,0,70,100,0,0,1,-1
607,NQ 03-20,Replay101,20_20,Long,1,9231,9226,01/22/2020 2:05 AM,01/22/2020 2:09 AM,Entry,Stop1,-100,3835,0,100,5,105,0,-1,1
608,NQ 03-20,Replay101,20_20,Short,1,9231.75,9226.75,01/22/2020 2:26 AM,01/22/2020 2:34 AM,Entry,Target1,100,3935,0,50,100,0,0,1,-1
609,NQ 03-20,Replay101,20_20,Short,1,9224.5,9219.5,01/22/2020 3:14 AM,01/22/2020 3:15 AM,Entry,Target1,100,4035,0,0,100,0,0,1,-1
610,NQ 03-20,Replay101,20_20,Short,1,9225.75,9230.75,01/22/2020 5:29 AM,01/22/2020 5:38 AM,Entry,Stop1,-100,3935,0,100,15,115,0,-1,-1
611,NQ 03-20,Replay101,20_20,Long,1,9238.25,9233.25,01/22/2020 6:26 AM,01/22/2020 6:59 AM,Entry,Stop1,-100,3835,0,100,30,130,0,-1,1
612,NQ 03-20,Replay101,20_20,Long,1,9229.75,9224.75,01/22/2020 7:29 AM,01/22/2020 7:41 AM,Entry,Stop1,-100,3735,0,100,15,115,0,-1,1
613,NQ 03-20,Replay101,20_20,Short,1,9227,9222,01/22/2020 7:54 AM,01/22/2020 8:29 AM,Entry,Target1,100,3835,0,70,100,0,0,1,-1
614,NQ 03-20,Replay101,20_20,Long,1,9216.25,9221.25,01/22/2020 8:31 AM,01/22/2020 8:32 AM,Entry,Target1,100,3935,0,30,100,0,0,1,1
615,NQ 03-20,Replay101,20_20,Short,1,9220.75,9225.75,01/22/2020 8:35 AM,01/22/2020 8:35 AM,Entry,Stop1,-100,3835,0,100,0,0,0,-1,-1
616,NQ 03-20,Replay101,20_20,Short,1,9235.75,9230.75,01/22/2020 8:44 AM,01/22/2020 8:46 AM,Entry,Target1,100,3935,0,30,100,0,0,1,-1
617,NQ 03-20,Replay101,20_20,Short,1,9239.75,9234.75,01/22/2020 8:59 AM,01/22/2020 9:05 AM,Entry,Target1,100,4035,0,75,100,0,0,1,-1
618,NQ 03-20,Replay101,20_20,Short,1,9232.25,9237.25,01/22/2020 9:15 AM,01/22/2020 9:22 AM,Entry,Stop1,-100,3935,0,100,75,175,0,-1,-1
619,NQ 03-20,Replay101,20_20,Short,1,9249.75,9244.75,01/22/2020 9:48 AM,01/22/2020 9:49 AM,Entry,Target1,100,4035,0,5,100,0,0,1,-1
620,NQ 03-20,Replay101,20_20,Long,1,9233.75,9228.75,01/22/2020 10:09 AM,01/22/2020 10:13 AM,Entry,Stop1,-100,3935,0,100,50,150,0,-1,1
621,NQ 03-20,Replay101,20_20,Long,1,9223.5,9228.5,01/22/2020 10:15 AM,01/22/2020 10:23 AM,Entry,Target1,100,4035,0,85,100,0,0,1,1
622,NQ 03-20,Replay101,20_20,Long,1,9232.5,9227.5,01/22/2020 10:50 AM,01/22/2020 10:57 AM,Entry,Stop1,-100,3935,0,100,90,190,0,-1,1
623,NQ 03-20,Replay101,20_20,Long,1,9229.75,9224.75,01/22/2020 10:58 AM,01/22/2020 11:14 AM,Entry,Stop1,-100,3835,0,100,75,175,0,-1,1
624,NQ 03-20,Replay101,20_20,Long,1,9227.25,9232.25,01/22/2020 11:15 AM,01/22/2020 11:18 AM,Entry,Target1,100,3935,0,15,100,0,0,1,1
625,NQ 03-20,Replay101,20_20,Short,1,9237.5,9241.75,01/22/2020 12:11 PM,01/22/2020 12:14 PM,Entry,Stop1,-85,3850,0,100,40,125,0,-1,-1
626,NQ 03-20,Replay101,20_20,Short,1,9241.75,9236.75,01/22/2020 12:44 PM,01/22/2020 12:52 PM,Entry,Target1,100,3950,0,55,100,0,0,1,-1
627,NQ 03-20,Replay101,20_20,Long,1,9232.5,9228.25,01/22/2020 1:01 PM,01/22/2020 1:25 PM,Entry,Stop1,-85,3865,0,100,80,165,0,-1,1
628,NQ 03-20,Replay101,20_20,Short,1,9226.25,9231.25,01/22/2020 1:41 PM,01/22/2020 1:52 PM,Entry,Stop1,-100,3765,0,100,70,170,0,-1,-1
629,NQ 03-20,Replay101,20_20,Short,1,9227.25,9222.25,01/22/2020 2:00 PM,01/22/2020 2:01 PM,Entry,Target1,100,3865,0,5,100,0,0,1,-1
630,NQ 03-20,Replay101,20_20,Short,1,9217.25,9212.25,01/22/2020 2:11 PM,01/22/2020 2:14 PM,Entry,Target1,100,3965,0,45,100,0,0,1,-1
631,NQ 03-20,Replay101,20_20,Short,1,9203.25,9198.25,01/22/2020 2:20 PM,01/22/2020 2:22 PM,Entry,Target1,100,4065,0,30,100,0,0,1,-1
632,NQ 03-20,Replay101,20_20,Long,1,9198.5,9194.25,01/22/2020 2:23 PM,01/22/2020 2:23 PM,Entry,Stop1,-85,3980,0,95,5,90,0,-1,1
633,NQ 03-20,Replay101,20_20,Long,1,9195,9200,01/22/2020 2:25 PM,01/22/2020 2:27 PM,Entry,Target1,100,4080,0,10,100,0,0,1,1
634,NQ 03-20,Replay101,20_20,Short,1,9209,9204,01/22/2020 2:49 PM,01/22/2020 2:50 PM,Entry,Target1,100,4180,0,65,100,0,0,1,-1
635,NQ 03-20,Replay101,20_20,Short,1,9203.75,9198.75,01/22/2020 2:55 PM,01/22/2020 3:00 PM,Entry,Target1,100,4280,0,40,100,0,0,1,-1
636,NQ 03-20,Replay101,20_20,Long,1,9198.75,9206,01/22/2020 3:08 PM,01/22/2020 3:28 PM,Entry,Target1,145,4425,0,85,145,0,0,1,1
637,NQ 03-20,Replay101,20_20,Short,1,9186.25,9191.25,01/22/2020 3:53 PM,01/22/2020 5:00 PM,Entry,Stop1,-100,4325,0,100,45,145,0,-1,-1
638,NQ 03-20,Replay101,20_20,Short,1,9188.25,9183.25,01/22/2020 5:41 PM,01/22/2020 5:50 PM,Entry,Target1,100,4425,0,20,105,5,0,1,-1
639,NQ 03-20,Replay101,20_20,Short,1,9191.75,9186.75,01/22/2020 6:08 PM,01/22/2020 6:13 PM,Entry,Target1,100,4525,0,30,100,0,0,1,-1
640,NQ 03-20,Replay101,20_20,Short,1,9184.5,9179.5,01/22/2020 6:22 PM,01/22/2020 6:29 PM,Entry,Target1,100,4625,0,30,100,0,0,1,-1
641,NQ 03-20,Replay101,20_20,Short,1,9185.5,9188.75,01/22/2020 6:30 PM,01/22/2020 6:32 PM,Entry,Stop1,-65,4560,0,95,5,70,0,-1,-1
642,NQ 03-20,Replay101,20_20,Long,1,9192.5,9187.5,01/22/2020 6:47 PM,01/22/2020 7:01 PM,Entry,Stop1,-100,4460,0,100,75,175,0,-1,1
643,NQ 03-20,Replay101,20_20,Long,1,9200,9195.25,01/22/2020 7:39 PM,01/22/2020 7:42 PM,Entry,Stop1,-95,4365,0,100,10,105,0,-1,1
644,NQ 03-20,Replay101,20_20,Long,1,9195,9190.25,01/22/2020 9:24 PM,01/22/2020 9:39 PM,Entry,Stop1,-95,4270,0,100,30,125,0,-1,1
645,NQ 03-20,Replay101,20_20,Long,1,9191.25,9186.25,01/22/2020 9:48 PM,01/22/2020 9:56 PM,Entry,Stop1,-100,4170,0,100,10,110,0,-1,1
646,NQ 03-20,Replay101,20_20,Long,1,9178.75,9183.75,01/22/2020 11:28 PM,01/22/2020 11:47 PM,Entry,Target1,100,4270,0,50,100,0,0,1,1
647,NQ 03-20,Replay101,20_20,Short,1,9179.5,9174.5,01/22/2020 11:54 PM,01/23/2020 12:00 AM,Entry,Target1,100,4370,0,20,100,0,0,1,-1
648,NQ 03-20,Replay101,20_20,Short,1,9177.25,9182.25,01/23/2020 12:16 AM,01/23/2020 12:26 AM,Entry,Stop1,-100,4270,0,100,5,105,0,-1,-1
649,NQ 03-20,Replay101,20_20,Short,1,9179,9184,01/23/2020 12:58 AM,01/23/2020 1:06 AM,Entry,Stop1,-100,4170,0,100,15,115,0,-1,-1
650,NQ 03-20,Replay101,20_20,Short,1,9193.25,9198,01/23/2020 1:32 AM,01/23/2020 1:42 AM,Entry,Stop1,-95,4075,0,95,20,115,0,-1,-1
651,NQ 03-20,Replay101,20_20,Short,1,9195.5,9200.5,01/23/2020 1:49 AM,01/23/2020 1:54 AM,Entry,Stop1,-100,3975,0,100,60,160,0,-1,-1
652,NQ 03-20,Replay101,20_20,Short,1,9200.75,9195.75,01/23/2020 1:54 AM,01/23/2020 2:01 AM,Entry,Target1,100,4075,0,65,100,0,0,1,-1
653,NQ 03-20,Replay101,20_20,Long,1,9197.5,9192.75,01/23/2020 2:15 AM,01/23/2020 2:33 AM,Entry,Stop1,-95,3980,0,100,65,160,0,-1,1
654,NQ 03-20,Replay101,20_20,Short,1,9194.5,9199.5,01/23/2020 3:04 AM,01/23/2020 4:21 AM,Entry,Stop1,-100,3880,0,100,100,200,0,-1,-1
655,NQ 03-20,Replay101,20_20,Short,1,9203.25,9198.25,01/23/2020 5:09 AM,01/23/2020 5:46 AM,Entry,Target1,100,3980,0,0,100,0,0,1,-1
656,NQ 03-20,Replay101,20_20,Short,1,9206,9201,01/23/2020 6:14 AM,01/23/2020 6:27 AM,Entry,Target1,100,4080,0,35,100,0,0,1,-1
657,NQ 03-20,Replay101,20_20,Short,1,9194.5,9189.5,01/23/2020 6:50 AM,01/23/2020 7:13 AM,Entry,Target1,100,4180,0,85,105,5,0,1,-1
658,NQ 03-20,Replay101,20_20,Long,1,9185,9180,01/23/2020 8:31 AM,01/23/2020 8:32 AM,Entry,Stop1,-100,4080,0,100,10,110,0,-1,1
659,NQ 03-20,Replay101,20_20,Long,1,9172.5,9167.75,01/23/2020 8:32 AM,01/23/2020 8:33 AM,Entry,Stop1,-95,3985,0,100,10,105,0,-1,1
660,NQ 03-20,Replay101,20_20,Short,1,9163,9168,01/23/2020 8:33 AM,01/23/2020 8:33 AM,Entry,Stop1,-100,3885,0,105,5,105,0,-1,-1
661,NQ 03-20,Replay101,20_20,Short,1,9164.5,9169.5,01/23/2020 8:33 AM,01/23/2020 8:34 AM,Entry,Stop1,-100,3785,0,100,15,115,0,-1,-1
662,NQ 03-20,Replay101,20_20,Long,1,9162.5,9157.5,01/23/2020 8:37 AM,01/23/2020 8:38 AM,Entry,Stop1,-100,3685,0,100,30,130,0,-1,1
663,NQ 03-20,Replay101,20_20,Long,1,9166.25,9161.25,01/23/2020 8:42 AM,01/23/2020 8:43 AM,Entry,Stop1,-100,3585,0,100,0,0,0,-1,1
664,NQ 03-20,Replay101,20_20,Short,1,9166,9161,01/23/2020 8:44 AM,01/23/2020 8:44 AM,Entry,Target1,100,3685,0,15,100,0,0,1,-1
665,NQ 03-20,Replay101,20_20,Long,1,9162.5,9167.5,01/23/2020 8:45 AM,01/23/2020 8:46 AM,Entry,Target1,100,3785,0,80,100,0,0,1,1
666,NQ 03-20,Replay101,20_20,Short,1,9175.75,9170.75,01/23/2020 8:52 AM,01/23/2020 8:53 AM,Entry,Target1,100,3885,0,20,100,0,0,1,-1
667,NQ 03-20,Replay101,20_20,Long,1,9173.75,9178.75,01/23/2020 8:54 AM,01/23/2020 8:54 AM,Entry,Target1,100,3985,0,0,100,0,0,1,1
668,NQ 03-20,Replay101,20_20,Long,1,9181.25,9176.5,01/23/2020 8:56 AM,01/23/2020 8:57 AM,Entry,Stop1,-95,3890,0,100,10,105,0,-1,1
669,NQ 03-20,Replay101,20_20,Short,1,9195.75,9200.75,01/23/2020 9:11 AM,01/23/2020 9:14 AM,Entry,Stop1,-100,3790,0,100,10,110,0,-1,-1
670,NQ 03-20,Replay101,20_20,Short,1,9198.25,9193.25,01/23/2020 9:20 AM,01/23/2020 9:21 AM,Entry,Target1,100,3890,0,20,100,0,0,1,-1
671,NQ 03-20,Replay101,20_20,Short,1,9195.75,9200.5,01/23/2020 9:26 AM,01/23/2020 9:28 AM,Entry,Stop1,-95,3795,0,100,20,115,0,-1,-1
672,NQ 03-20,Replay101,20_20,Long,1,9206,9211,01/23/2020 9:40 AM,01/23/2020 9:43 AM,Entry,Target1,100,3895,0,25,100,0,0,1,1
673,NQ 03-20,Replay101,20_20,Short,1,9205.75,9200.75,01/23/2020 9:44 AM,01/23/2020 9:45 AM,Entry,Target1,100,3995,0,10,100,0,0,1,-1
674,NQ 03-20,Replay101,20_20,Short,1,9193.25,9198.25,01/23/2020 9:49 AM,01/23/2020 9:51 AM,Entry,Stop1,-100,3895,0,100,10,110,0,-1,-1
675,NQ 03-20,Replay101,20_20,Long,1,9186,9181,01/23/2020 10:03 AM,01/23/2020 10:11 AM,Entry,Stop1,-100,3795,0,100,45,145,0,-1,1
676,NQ 03-20,Replay101,20_20,Long,1,9181.5,9186.5,01/23/2020 10:12 AM,01/23/2020 10:14 AM,Entry,Target1,100,3895,0,50,100,0,0,1,1
677,NQ 03-20,Replay101,20_20,Short,1,9187,9182,01/23/2020 10:23 AM,01/23/2020 10:25 AM,Entry,Target1,100,3995,0,0,100,0,0,1,-1
678,NQ 03-20,Replay101,20_20,Long,1,9182.25,9187.25,01/23/2020 10:32 AM,01/23/2020 10:35 AM,Entry,Target1,100,4095,0,45,100,0,0,1,1
