Trade-#,Instrument,Account,Strategy,Market pos.,Quantity,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cumprofit,Commission,MAE,MFE,ETD,Bars,Outcome,Side
834,NQ 03-20,Replay101,20_20,Short,1,8980.25,8985,01/27/2020 8:47 AM,01/27/2020 8:48 AM,Entry,Stop1,-95,6085,0,100,50,145,0,-1,-1
835,NQ 03-20,Replay101,20_20,Short,1,8982.5,8976.25,01/27/2020 8:49 AM,01/27/2020 8:49 AM,Entry,Target1,125,6210,0,0,140,15,0,1,-1
836,NQ 03-20,Replay101,20_20,Short,1,8981.5,8986.5,01/27/2020 8:51 AM,01/27/2020 8:52 AM,Entry,Stop1,-100,6110,0,100,0,0,0,-1,-1
837,NQ 03-20,Replay101,20_20,Short,1,8982.75,8987.75,01/27/2020 8:52 AM,01/27/2020 8:52 AM,Entry,Stop1,-100,6010,0,100,25,125,0,-1,-1
838,NQ 03-20,Replay101,20_20,Short,1,8986.25,8981.25,01/27/2020 8:53 AM,01/27/2020 8:54 AM,Entry,Target1,100,6110,0,10,100,0,0,1,-1
839,NQ 03-20,Replay101,20_20,Long,1,8983,8988,01/27/2020 8:54 AM,01/27/2020 8:54 AM,Entry,Target1,100,6210,0,15,100,0,0,1,1
840,NQ 03-20,Replay101,20_20,Short,1,8985.25,8980.25,01/27/2020 8:55 AM,01/27/2020 8:56 AM,Entry,Target1,100,6310,0,40,100,0,0,1,-1
841,NQ 03-20,Replay101,20_20,Long,1,8972,8977,01/27/2020 8:57 AM,01/27/2020 8:59 AM,Entry,Target1,100,6410,0,50,100,0,0,1,1
842,NQ 03-20,Replay101,20_20,Long,1,8968,8973,01/27/2020 9:02 AM,01/27/2020 9:03 AM,Entry,Target1,100,6510,0,20,100,0,0,1,1
843,NQ 03-20,Replay101,20_20,Short,1,8970.25,8965.25,01/27/2020 9:04 AM,01/27/2020 9:05 AM,Entry,Target1,100,6610,0,35,100,0,0,1,-1
844,NQ 03-20,Replay101,20_20,Long,1,8965.75,8960.75,01/27/2020 9:06 AM,01/27/2020 9:06 AM,Entry,Stop1,-100,6510,0,100,70,170,0,-1,1
845,NQ 03-20,Replay101,20_20,Long,1,8965.5,8970.5,01/27/2020 9:08 AM,01/27/2020 9:09 AM,Entry,Target1,100,6610,0,15,100,0,0,1,1
846,NQ 03-20,Replay101,20_20,Short,1,8976.5,8971.5,01/27/2020 9:10 AM,01/27/2020 9:10 AM,Entry,Target1,100,6710,0,5,100,0,0,1,-1
847,NQ 03-20,Replay101,20_20,Long,1,8972.25,8977.25,01/27/2020 9:11 AM,01/27/2020 9:11 AM,Entry,Target1,100,6810,0,45,100,0,0,1,1
848,NQ 03-20,Replay101,20_20,Long,1,8966.75,8961.75,01/27/2020 9:13 AM,01/27/2020 9:13 AM,Entry,Stop1,-100,6710,0,100,5,105,0,-1,1
849,NQ 03-20,Replay101,20_20,Long,1,8965.75,8970.75,01/27/2020 9:13 AM,01/27/2020 9:14 AM,Entry,Target1,100,6810,0,80,100,0,0,1,1
850,NQ 03-20,Replay101,20_20,Short,1,8973,8968,01/27/2020 9:16 AM,01/27/2020 9:16 AM,Entry,Target1,100,6910,0,20,100,0,0,1,-1
851,NQ 03-20,Replay101,20_20,Short,1,8963.75,8968.75,01/27/2020 9:22 AM,01/27/2020 9:22 AM,Entry,Stop1,-100,6810,0,100,40,140,0,-1,-1
852,NQ 03-20,Replay101,20_20,Long,1,8980.75,8975.75,01/27/2020 9:25 AM,01/27/2020 9:25 AM,Entry,Stop1,-100,6710,0,100,40,140,0,-1,1
853,NQ 03-20,Replay101,20_20,Short,1,8977.75,8982.75,01/27/2020 9:26 AM,01/27/2020 9:27 AM,Entry,Stop1,-100,6610,0,100,75,175,0,-1,-1
854,NQ 03-20,Replay101,20_20,Short,1,8991.75,8986.75,01/27/2020 9:29 AM,01/27/2020 9:29 AM,Entry,Target1,100,6710,0,55,115,15,0,1,-1
855,NQ 03-20,Replay101,20_20,Long,1,8976.75,8981.75,01/27/2020 9:34 AM,01/27/2020 9:35 AM,Entry,Target1,100,6810,0,25,105,5,0,1,1
856,NQ 03-20,Replay101,20_20,Long,1,8970.5,8965.75,01/27/2020 9:45 AM,01/27/2020 9:47 AM,Entry,Stop1,-95,6715,0,95,15,110,0,-1,1
857,NQ 03-20,Replay101,20_20,Long,1,8950.5,8955.5,01/27/2020 9:55 AM,01/27/2020 9:56 AM,Entry,Target1,100,6815,0,15,100,0,0,1,1
858,NQ 03-20,Replay101,20_20,Short,1,8959,8964,01/27/2020 10:00 AM,01/27/2020 10:00 AM,Entry,Stop1,-100,6715,0,100,10,110,0,-1,-1
859,NQ 03-20,Replay101,20_20,Long,1,8958.25,8953.25,01/27/2020 10:13 AM,01/27/2020 10:14 AM,Entry,Stop1,-100,6615,0,100,90,190,0,-1,1
860,NQ 03-20,Replay101,20_20,Short,1,8955.25,8950.25,01/27/2020 10:24 AM,01/27/2020 10:25 AM,Entry,Target1,100,6715,0,15,100,0,0,1,-1
861,NQ 03-20,Replay101,20_20,Short,1,8954,8949,01/27/2020 10:26 AM,01/27/2020 10:27 AM,Entry,Target1,100,6815,0,0,100,0,0,1,-1
862,NQ 03-20,Replay101,20_20,Long,1,8952.25,8957.25,01/27/2020 10:28 AM,01/27/2020 10:28 AM,Entry,Target1,100,6915,0,15,100,0,0,1,1
863,NQ 03-20,Replay101,20_20,Short,1,8959.25,8964.25,01/27/2020 10:30 AM,01/27/2020 10:30 AM,Entry,Stop1,-100,6815,0,100,15,115,0,-1,-1
864,NQ 03-20,Replay101,20_20,Long,1,8968.25,8973.25,01/27/2020 10:36 AM,01/27/2020 10:37 AM,Entry,Target1,100,6915,0,80,100,0,0,1,1
865,NQ 03-20,Replay101,20_20,Long,1,8974.5,8969.5,01/27/2020 10:39 AM,01/27/2020 10:41 AM,Entry,Stop1,-100,6815,0,100,40,140,0,-1,1
866,NQ 03-20,Replay101,20_20,Long,1,8974.5,8979.5,01/27/2020 10:42 AM,01/27/2020 10:44 AM,Entry,Target1,100,6915,0,40,100,0,0,1,1
867,NQ 03-20,Replay101,20_20,Short,1,8976.5,8981.5,01/27/2020 10:55 AM,01/27/2020 10:58 AM,Entry,Stop1,-100,6815,0,100,85,185,0,-1,-1
868,NQ 03-20,Replay101,20_20,Long,1,8977,8972.5,01/27/2020 11:00 AM,01/27/2020 11:03 AM,Entry,Stop1,-90,6725,0,100,40,130,0,-1,1
869,NQ 03-20,Replay101,20_20,Long,1,8970.5,8975.5,01/27/2020 11:04 AM,01/27/2020 11:05 AM,Entry,Target1,100,6825,0,25,100,0,0,1,1
870,NQ 03-20,Replay101,20_20,Short,1,8981.5,8986.25,01/27/2020 11:08 AM,01/27/2020 11:10 AM,Entry,Stop1,-95,6730,0,100,10,105,0,-1,-1
871,NQ 03-20,Replay101,20_20,Long,1,8998.25,9004,01/27/2020 11:20 AM,01/27/2020 11:21 AM,Entry,Target1,115,6845,0,40,120,5,0,1,1
872,NQ 03-20,Replay101,20_20,Short,1,9002.75,8995.5,01/27/2020 11:23 AM,01/27/2020 11:25 AM,Entry,Target1,145,6990,0,90,150,5,0,1,-1
873,NQ 03-20,Replay101,20_20,Short,1,8999,8994,01/27/2020 11:27 AM,01/27/2020 11:29 AM,Entry,Target1,100,7090,0,45,105,5,0,1,-1
874,NQ 03-20,Replay101,20_20,Short,1,9000.25,9005.25,01/27/2020 11:37 AM,01/27/2020 11:44 AM,Entry,Stop1,-100,6990,0,100,100,200,0,-1,-1
875,NQ 03-20,Replay101,20_20,Long,1,9004.5,9009.5,01/27/2020 11:46 AM,01/27/2020 11:47 AM,Entry,Target1,100,7090,0,35,100,0,0,1,1
876,NQ 03-20,Replay101,20_20,Short,1,9006.5,9001.5,01/27/2020 11:49 AM,01/27/2020 11:52 AM,Entry,Target1,100,7190,0,90,100,0,0,1,-1
877,NQ 03-20,Replay101,20_20,Short,1,8997.75,8992.75,01/27/2020 12:04 PM,01/27/2020 12:07 PM,Entry,Target1,100,7290,0,60,100,0,0,1,-1
878,NQ 03-20,Replay101,20_20,Long,1,9003,9008,01/27/2020 12:28 PM,01/27/2020 12:33 PM,Entry,Target1,100,7390,0,85,100,0,0,1,1
879,NQ 03-20,Replay101,20_20,Short,1,9002.75,8997.75,01/27/2020 12:41 PM,01/27/2020 12:45 PM,Entry,Target1,100,7490,0,60,100,0,0,1,-1
880,NQ 03-20,Replay101,20_20,Long,1,8995.75,8991,01/27/2020 12:55 PM,01/27/2020 1:00 PM,Entry,Stop1,-95,7395,0,100,30,125,0,-1,1
881,NQ 03-20,Replay101,20_20,Long,1,8987,8992,01/27/2020 1:02 PM,01/27/2020 1:09 PM,Entry,Target1,100,7495,0,40,100,0,0,1,1
882,NQ 03-20,Replay101,20_20,Short,1,9005.5,9000.5,01/27/2020 1:32 PM,01/27/2020 1:34 PM,Entry,Target1,100,7595,0,15,100,0,0,1,-1
883,NQ 03-20,Replay101,20_20,Short,1,8975.5,8980.25,01/27/2020 2:02 PM,01/27/2020 2:03 PM,Entry,Stop1,-95,7500,0,95,25,120,0,-1,-1
884,NQ 03-20,Replay101,20_20,Long,1,8977.75,8982.75,01/27/2020 2:04 PM,01/27/2020 2:08 PM,Entry,Target1,100,7600,0,60,100,0,0,1,1
885,NQ 03-20,Replay101,20_20,Short,1,8980.25,8975.25,01/27/2020 2:09 PM,01/27/2020 2:10 PM,Entry,Target1,100,7700,0,30,100,0,0,1,-1
886,NQ 03-20,Replay101,20_20,Long,1,8975.5,8980.5,01/27/2020 2:15 PM,01/27/2020 2:16 PM,Entry,Target1,100,7800,0,0,100,0,0,1,1
887,NQ 03-20,Replay101,20_20,Short,1,8982.75,8977.75,01/27/2020 2:21 PM,01/27/2020 2:26 PM,Entry,Target1,100,7900,0,80,100,0,0,1,-1
888,NQ 03-20,Replay101,20_20,Long,1,8980.75,8975.75,01/27/2020 2:27 PM,01/27/2020 2:29 PM,Entry,Stop1,-100,7800,0,100,40,140,0,-1,1
889,NQ 03-20,Replay101,20_20,Long,1,8970.5,8965.5,01/27/2020 2:32 PM,01/27/2020 2:33 PM,Entry,Stop1,-100,7700,0,100,35,135,0,-1,1
890,NQ 03-20,Replay101,20_20,Long,1,8959.5,8964.5,01/27/2020 2:52 PM,01/27/2020 2:53 PM,Entry,Target1,100,7800,0,20,100,0,0,1,1
891,NQ 03-20,Replay101,20_20,Short,1,8961.5,8966.5,01/27/2020 2:54 PM,01/27/2020 2:55 PM,Entry,Stop1,-100,7700,0,100,35,135,0,-1,-1
892,NQ 03-20,Replay101,20_20,Short,1,8964,8959,01/27/2020 2:58 PM,01/27/2020 3:00 PM,Entry,Target1,100,7800,0,80,100,0,0,1,-1
893,NQ 03-20,Replay101,20_20,Long,1,8974.5,8969.75,01/27/2020 5:09 PM,01/27/2020 5:13 PM,Entry,Stop1,-95,7705,0,100,15,110,0,-1,1
894,NQ 03-20,Replay101,20_20,Short,1,8980.75,8975.75,01/27/2020 6:16 PM,01/27/2020 6:54 PM,Entry,Target1,100,7805,0,50,100,0,0,1,-1
895,NQ 03-20,Replay101,20_20,Short,1,8991.5,8996.25,01/27/2020 7:06 PM,01/27/2020 7:14 PM,Entry,Stop1,-95,7710,0,95,5,100,0,-1,-1
896,NQ 03-20,Replay101,20_20,Short,1,8987.75,8982.75,01/27/2020 7:59 PM,01/27/2020 8:02 PM,Entry,Target1,100,7810,0,50,100,0,0,1,-1
897,NQ 03-20,Replay101,20_20,Long,1,8989.5,8984.5,01/27/2020 8:43 PM,01/27/2020 8:52 PM,Entry,Stop1,-100,7710,0,100,10,110,0,-1,1
898,NQ 03-20,Replay101,20_20,Short,1,9021.75,9026.5,01/28/2020 12:18 AM,01/28/2020 12:23 AM,Entry,Stop1,-95,7615,0,95,20,115,0,-1,-1
899,NQ 03-20,Replay101,20_20,Short,1,9027.75,9031.5,01/28/2020 12:25 AM,01/28/2020 12:28 AM,Entry,Stop1,-75,7540,0,100,0,0,0,-1,-1
900,NQ 03-20,Replay101,20_20,Long,1,9033.5,9038.5,01/28/2020 1:10 AM,01/28/2020 1:17 AM,Entry,Target1,100,7640,0,15,100,0,0,1,1
901,NQ 03-20,Replay101,20_20,Long,1,9036.25,9031.25,01/28/2020 1:46 AM,01/28/2020 1:51 AM,Entry,Stop1,-100,7540,0,100,5,105,0,-1,1
902,NQ 03-20,Replay101,20_20,Short,1,9030.5,9025.5,01/28/2020 2:15 AM,01/28/2020 2:23 AM,Entry,Target1,100,7640,0,60,100,0,0,1,-1
903,NQ 03-20,Replay101,20_20,Short,1,9013,9008,01/28/2020 2:36 AM,01/28/2020 2:43 AM,Entry,Target1,100,7740,0,30,100,0,0,1,-1
904,NQ 03-20,Replay101,20_20,Long,1,8983.75,8978.75,01/28/2020 3:02 AM,01/28/2020 3:03 AM,Entry,Stop1,-100,7640,0,100,20,120,0,-1,1
905,NQ 03-20,Replay101,20_20,Long,1,8978.75,8983.75,01/28/2020 3:07 AM,01/28/2020 3:09 AM,Entry,Target1,100,7740,0,40,100,0,0,1,1
906,NQ 03-20,Replay101,20_20,Long,1,8981.25,8986.25,01/28/2020 3:28 AM,01/28/2020 3:30 AM,Entry,Target1,100,7840,0,5,100,0,0,1,1
907,NQ 03-20,Replay101,20_20,Long,1,8996,9001,01/28/2020 4:00 AM,01/28/2020 4:10 AM,Entry,Target1,100,7940,0,40,110,10,0,1,1
908,NQ 03-20,Replay101,20_20,Short,1,8999.25,8994.25,01/28/2020 4:11 AM,01/28/2020 4:13 AM,Entry,Target1,100,8040,0,55,100,0,0,1,-1
909,NQ 03-20,Replay101,20_20,Short,1,8999,8994,01/28/2020 4:24 AM,01/28/2020 4:26 AM,Entry,Target1,100,8140,0,20,100,0,0,1,-1
910,NQ 03-20,Replay101,20_20,Short,1,8994,8999,01/28/2020 5:37 AM,01/28/2020 5:42 AM,Entry,Stop1,-100,8040,0,100,10,110,0,-1,-1
911,NQ 03-20,Replay101,20_20,Long,1,9003.5,9008.5,01/28/2020 5:51 AM,01/28/2020 5:52 AM,Entry,Target1,100,8140,0,0,100,0,0,1,1
912,NQ 03-20,Replay101,20_20,Long,1,9024.75,9029.75,01/28/2020 6:28 AM,01/28/2020 6:32 AM,Entry,Target1,100,8240,0,5,100,0,0,1,1
913,NQ 03-20,Replay101,20_20,Long,1,9036,9031.25,01/28/2020 6:48 AM,01/28/2020 6:57 AM,Entry,Stop1,-95,8145,0,100,70,165,0,-1,1
914,NQ 03-20,Replay101,20_20,Long,1,9031,9026.75,01/28/2020 7:13 AM,01/28/2020 7:15 AM,Entry,Stop1,-85,8060,0,100,40,125,0,-1,1
915,NQ 03-20,Replay101,20_20,Long,1,9029.5,9026.25,01/28/2020 8:00 AM,01/28/2020 8:04 AM,Entry,Stop1,-65,7995,0,95,45,110,0,-1,1
916,NQ 03-20,Replay101,20_20,Short,1,9024.25,9029.25,01/28/2020 8:08 AM,01/28/2020 8:15 AM,Entry,Stop1,-100,7895,0,100,50,150,0,-1,-1
917,NQ 03-20,Replay101,20_20,Short,1,9024.5,9029.25,01/28/2020 8:16 AM,01/28/2020 8:30 AM,Entry,Stop1,-95,7800,0,95,65,160,0,-1,-1
918,NQ 03-20,Replay101,20_20,Short,1,9028.25,9023.25,01/28/2020 8:31 AM,01/28/2020 8:31 AM,Entry,Target1,100,7900,0,0,100,0,0,1,-1
919,NQ 03-20,Replay101,20_20,Long,1,9018.75,9023.75,01/28/2020 8:31 AM,01/28/2020 8:31 AM,Entry,Target1,100,8000,0,0,100,0,0,1,1
920,NQ 03-20,Replay101,20_20,Long,1,9036,9031,01/28/2020 8:34 AM,01/28/2020 8:34 AM,Entry,Stop1,-100,7900,0,100,10,110,0,-1,1
921,NQ 03-20,Replay101,20_20,Long,1,9024.5,9019.5,01/28/2020 8:35 AM,01/28/2020 8:35 AM,Entry,Stop1,-100,7800,0,100,5,105,0,-1,1
922,NQ 03-20,Replay101,20_20,Long,1,9018.5,9013.5,01/28/2020 8:35 AM,01/28/2020 8:35 AM,Entry,Stop1,-100,7700,0,100,0,0,0,-1,1
923,NQ 03-20,Replay101,20_20,Long,1,9017,9022,01/28/2020 8:36 AM,01/28/2020 8:36 AM,Entry,Target1,100,7800,0,35,100,0,0,1,1
924,NQ 03-20,Replay101,20_20,Long,1,9014.75,9009.75,01/28/2020 8:37 AM,01/28/2020 8:38 AM,Entry,Stop1,-100,7700,0,100,20,120,0,-1,1
925,NQ 03-20,Replay101,20_20,Short,1,9003,9008,01/28/2020 8:41 AM,01/28/2020 8:41 AM,Entry,Stop1,-100,7600,0,100,25,125,0,-1,-1
926,NQ 03-20,Replay101,20_20,Short,1,9004.5,9009.5,01/28/2020 8:41 AM,01/28/2020 8:42 AM,Entry,Stop1,-100,7500,0,100,65,165,0,-1,-1
927,NQ 03-20,Replay101,20_20,Long,1,9005.75,9010.75,01/28/2020 8:46 AM,01/28/2020 8:48 AM,Entry,Target1,100,7600,0,50,100,0,0,1,1
928,NQ 03-20,Replay101,20_20,Short,1,9015.75,9020.75,01/28/2020 8:53 AM,01/28/2020 8:54 AM,Entry,Stop1,-100,7500,0,100,35,135,0,-1,-1
929,NQ 03-20,Replay101,20_20,Short,1,9018.25,9013.25,01/28/2020 8:54 AM,01/28/2020 8:58 AM,Entry,Target1,100,7600,0,55,100,0,0,1,-1
930,NQ 03-20,Replay101,20_20,Long,1,9031,9026.25,01/28/2020 9:01 AM,01/28/2020 9:01 AM,Entry,Stop1,-95,7505,0,95,15,110,0,-1,1
931,NQ 03-20,Replay101,20_20,Long,1,9029.75,9027,01/28/2020 9:06 AM,01/28/2020 9:09 AM,Entry,Stop1,-55,7450,0,100,60,115,0,-1,1
932,NQ 03-20,Replay101,20_20,Long,1,9028.25,9033.25,01/28/2020 9:09 AM,01/28/2020 9:10 AM,Entry,Target1,100,7550,0,15,100,0,0,1,1
933,NQ 03-20,Replay101,20_20,Long,1,9029.5,9034.5,01/28/2020 9:13 AM,01/28/2020 9:14 AM,Entry,Target1,100,7650,0,10,100,0,0,1,1
934,NQ 03-20,Replay101,20_20,Short,1,9031.75,9036.75,01/28/2020 9:19 AM,01/28/2020 9:23 AM,Entry,Stop1,-100,7550,0,100,40,140,0,-1,-1
935,NQ 03-20,Replay101,20_20,Short,1,9057,9062,01/28/2020 9:34 AM,01/28/2020 9:35 AM,Entry,Stop1,-100,7450,0,100,5,105,0,-1,-1
936,NQ 03-20,Replay101,20_20,Short,1,9068,9072,01/28/2020 9:44 AM,01/28/2020 9:45 AM,Entry,Stop1,-80,7370,0,100,0,0,0,-1,-1
937,NQ 03-20,Replay101,20_20,Short,1,9069.25,9074.25,01/28/2020 9:46 AM,01/28/2020 9:52 AM,Entry,Stop1,-100,7270,0,100,50,150,0,-1,-1
938,NQ 03-20,Replay101,20_20,Short,1,9070.5,9065.5,01/28/2020 10:01 AM,01/28/2020 10:02 AM,Entry,Target1,100,7370,0,0,100,0,0,1,-1
939,NQ 03-20,Replay101,20_20,Short,1,9064.5,9069.5,01/28/2020 10:04 AM,01/28/2020 10:06 AM,Entry,Stop1,-100,7270,0,100,45,145,0,-1,-1
940,NQ 03-20,Replay101,20_20,Short,1,9065.75,9060.75,01/28/2020 10:07 AM,01/28/2020 10:09 AM,Entry,Target1,100,7370,0,35,100,0,0,1,-1
941,NQ 03-20,Replay101,20_20,Long,1,9071,9076,01/28/2020 10:15 AM,01/28/2020 10:17 AM,Entry,Target1,100,7470,0,0,100,0,0,1,1
942,NQ 03-20,Replay101,20_20,Short,1,9080,9085,01/28/2020 10:22 AM,01/28/2020 10:25 AM,Entry,Stop1,-100,7370,0,100,65,165,0,-1,-1
943,NQ 03-20,Replay101,20_20,Short,1,9093.25,9098.25,01/28/2020 11:01 AM,01/28/2020 11:13 AM,Entry,Stop1,-100,7270,0,100,35,135,0,-1,-1
944,NQ 03-20,Replay101,20_20,Long,1,9099.75,9104.75,01/28/2020 11:17 AM,01/28/2020 11:20 AM,Entry,Target1,100,7370,0,20,100,0,0,1,1
945,NQ 03-20,Replay101,20_20,Long,1,9104.75,9101.5,01/28/2020 11:32 AM,01/28/2020 11:36 AM,Entry,Stop1,-65,7305,0,100,40,105,0,-1,1
946,NQ 03-20,Replay101,20_20,Long,1,9094.75,9089.75,01/28/2020 11:53 AM,01/28/2020 12:01 PM,Entry,Stop1,-100,7205,0,100,30,130,0,-1,1
947,NQ 03-20,Replay101,20_20,Long,1,9087.25,9092.25,01/28/2020 12:12 PM,01/28/2020 12:22 PM,Entry,Target1,100,7305,0,30,100,0,0,1,1
948,NQ 03-20,Replay101,20_20,Short,1,9089.25,9094.25,01/28/2020 12:29 PM,01/28/2020 12:33 PM,Entry,Stop1,-100,7205,0,100,30,130,0,-1,-1
949,NQ 03-20,Replay101,20_20,Short,1,9108,9103,01/28/2020 1:25 PM,01/28/2020 1:29 PM,Entry,Target1,100,7305,0,10,100,0,0,1,-1
950,NQ 03-20,Replay101,20_20,Long,1,9116,9111.5,01/28/2020 1:45 PM,01/28/2020 1:50 PM,Entry,Stop1,-90,7215,0,100,30,120,0,-1,1
951,NQ 03-20,Replay101,20_20,Short,1,9108,9112.75,01/28/2020 2:07 PM,01/28/2020 2:20 PM,Entry,Stop1,-95,7120,0,100,60,155,0,-1,-1
952,NQ 03-20,Replay101,20_20,Long,1,9118.5,9113.75,01/28/2020 2:29 PM,01/28/2020 2:33 PM,Entry,Stop1,-95,7025,0,100,20,115,0,-1,1
953,NQ 03-20,Replay101,20_20,Short,1,9105.5,9110.25,01/28/2020 2:46 PM,01/28/2020 2:47 PM,Entry,Stop1,-95,6930,0,100,0,0,0,-1,-1
954,NQ 03-20,Replay101,20_20,Short,1,9105.5,9100.5,01/28/2020 2:50 PM,01/28/2020 2:51 PM,Entry,Target1,100,7030,0,35,100,0,0,1,-1
955,NQ 03-20,Replay101,20_20,Long,1,9104.75,9099.75,01/28/2020 2:53 PM,01/28/2020 2:54 PM,Entry,Stop1,-100,6930,0,100,20,120,0,-1,1
956,NQ 03-20,Replay101,20_20,Long,1,9104.75,9099.75,01/28/2020 2:55 PM,01/28/2020 2:59 PM,Entry,Stop1,-100,6830,0,100,70,170,0,-1,1
957,NQ 03-20,Replay101,20_20,Short,1,9102,9107,01/28/2020 3:05 PM,01/28/2020 3:14 PM,Entry,Stop1,-100,6730,0,100,45,145,0,-1,-1
958,NQ 03-20,Replay101,20_20,Short,1,9124.25,9129.25,01/28/2020 3:31 PM,01/28/2020 3:31 PM,Entry,Stop1,-100,6630,0,100,0,0,0,-1,-1
959,NQ 03-20,Replay101,20_20,Short,1,9126.75,9131.75,01/28/2020 3:37 PM,01/28/2020 3:50 PM,Entry,Stop1,-100,6530,0,100,75,175,0,-1,-1
960,NQ 03-20,Replay101,20_20,Short,1,9100.75,9095.25,01/28/2020 5:10 PM,01/28/2020 5:13 PM,Entry,Target1,110,6640,0,25,115,5,0,1,-1
961,NQ 03-20,Replay101,20_20,Long,1,9096.25,9101.25,01/28/2020 5:14 PM,01/28/2020 5:31 PM,Entry,Target1,100,6740,0,90,100,0,0,1,1
962,NQ 03-20,Replay101,20_20,Short,1,9099.25,9094.25,01/28/2020 5:56 PM,01/28/2020 6:08 PM,Entry,Target1,100,6840,0,45,100,0,0,1,-1
963,NQ 03-20,Replay101,20_20,Short,1,9121.5,9126,01/28/2020 7:20 PM,01/28/2020 7:25 PM,Entry,Stop1,-90,6750,0,100,70,160,0,-1,-1
964,NQ 03-20,Replay101,20_20,Short,1,9124.25,9129.25,01/28/2020 7:26 PM,01/28/2020 7:30 PM,Entry,Stop1,-100,6650,0,100,20,120,0,-1,-1
965,NQ 03-20,Replay101,20_20,Long,1,9136,9141,01/28/2020 7:42 PM,01/28/2020 7:43 PM,Entry,Target1,100,6750,0,10,100,0,0,1,1
966,NQ 03-20,Replay101,20_20,Short,1,9143.25,9138.25,01/28/2020 7:44 PM,01/28/2020 7:57 PM,Entry,Target1,100,6850,0,75,100,0,0,1,-1
967,NQ 03-20,Replay101,20_20,Long,1,9138.25,9143.25,01/28/2020 8:05 PM,01/28/2020 9:13 PM,Entry,Target1,100,6950,0,65,100,0,0,1,1
968,NQ 03-20,Replay101,20_20,Short,1,9146.75,9141.75,01/28/2020 9:19 PM,01/28/2020 10:09 PM,Entry,Target1,100,7050,0,50,100,0,0,1,-1
969,NQ 03-20,Replay101,20_20,Long,1,9126,9121.5,01/29/2020 1:16 AM,01/29/2020 2:01 AM,Entry,Stop1,-90,6960,0,95,95,185,0,-1,1
970,NQ 03-20,Replay101,20_20,Short,1,9131.5,9136.5,01/29/2020 2:56 AM,01/29/2020 3:01 AM,Entry,Stop1,-100,6860,0,100,50,150,0,-1,-1
971,NQ 03-20,Replay101,20_20,Long,1,9130.75,9126,01/29/2020 3:44 AM,01/29/2020 3:48 AM,Entry,Stop1,-95,6765,0,95,5,100,0,-1,1
972,NQ 03-20,Replay101,20_20,Short,1,9130.75,9135.75,01/29/2020 4:16 AM,01/29/2020 4:29 AM,Entry,Stop1,-100,6665,0,100,50,150,0,-1,-1
973,NQ 03-20,Replay101,20_20,Short,1,9144.5,9149.5,01/29/2020 5:12 AM,01/29/2020 5:58 AM,Entry,Stop1,-100,6565,0,100,80,180,0,-1,-1
974,NQ 03-20,Replay101,20_20,Long,1,9154.75,9150,01/29/2020 6:01 AM,01/29/2020 6:18 AM,Entry,Stop1,-95,6470,0,95,45,140,0,-1,1
975,NQ 03-20,Replay101,20_20,Short,1,9146.75,9151.75,01/29/2020 7:20 AM,01/29/2020 7:23 AM,Entry,Stop1,-100,6370,0,100,30,130,0,-1,-1
976,NQ 03-20,Replay101,20_20,Long,1,9141,9136.5,01/29/2020 7:52 AM,01/29/2020 7:58 AM,Entry,Stop1,-90,6280,0,100,60,150,0,-1,1
977,NQ 03-20,Replay101,20_20,Long,1,9141,9146,01/29/2020 8:01 AM,01/29/2020 8:12 AM,Entry,Target1,100,6380,0,75,100,0,0,1,1
978,NQ 03-20,Replay101,20_20,Long,1,9145.75,9140.75,01/29/2020 8:30 AM,01/29/2020 8:32 AM,Entry,Stop1,-100,6280,0,100,95,195,0,-1,1
979,NQ 03-20,Replay101,20_20,Long,1,9149.75,9154.75,01/29/2020 8:34 AM,01/29/2020 8:35 AM,Entry,Target1,100,6380,0,50,100,0,0,1,1
980,NQ 03-20,Replay101,20_20,Short,1,9150.5,9155.5,01/29/2020 8:35 AM,01/29/2020 8:36 AM,Entry,Stop1,-100,6280,0,100,10,110,0,-1,-1
981,NQ 03-20,Replay101,20_20,Short,1,9154.25,9149.25,01/29/2020 8:36 AM,01/29/2020 8:37 AM,Entry,Target1,100,6380,0,50,100,0,0,1,-1
982,NQ 03-20,Replay101,20_20,Long,1,9142.25,9137.5,01/29/2020 8:40 AM,01/29/2020 8:45 AM,Entry,Stop1,-95,6285,0,100,70,165,0,-1,1
983,NQ 03-20,Replay101,20_20,Short,1,9134.5,9129.5,01/29/2020 8:47 AM,01/29/2020 8:48 AM,Entry,Target1,100,6385,0,5,100,0,0,1,-1
984,NQ 03-20,Replay101,20_20,Short,1,9123,9118,01/29/2020 8:52 AM,01/29/2020 8:55 AM,Entry,Target1,100,6485,0,50,100,0,0,1,-1
985,NQ 03-20,Replay101,20_20,Long,1,9106,9101.25,01/29/2020 8:58 AM,01/29/2020 9:00 AM,Entry,Stop1,-95,6390,0,100,40,135,0,-1,1
986,NQ 03-20,Replay101,20_20,Short,1,9089.5,9084.5,01/29/2020 9:03 AM,01/29/2020 9:04 AM,Entry,Target1,100,6490,0,30,100,0,0,1,-1
987,NQ 03-20,Replay101,20_20,Long,1,9080,9085,01/29/2020 9:04 AM,01/29/2020 9:05 AM,Entry,Target1,100,6590,0,60,100,0,0,1,1
